,bedType,bed,roomType,view,tuan,master_room_type,,,,room_name,stt
,Other,Other,Business Suite,Other,Business Suite,Business,,,Suite,Business Suite (One Bedroom),2
,Other,Other,Business Suite,Other,Business Suite,Business,,,Suite,Business Suite A,2
,Other,Other,Business Suite,Other,Business Suite,Business,,,Suite,"Business Suite, 1 Bedroom",2
,Other,queen ,Business Superior,Other,Business Superior,Business,Superior,,,Business Superior Queen Room,2
,single ,Other,Capsule,Other,Capsule,Capsule,,,,2-Single Capsule Private Room,2
,single ,Other,Capsule,Other,Capsule,Capsule,,,,4-Single Capsule Private Room,2
,Other,queen ,Capsule,Other,Capsule,Capsule,,,,Female Queen Capsule,2
,Other,Other,Capsule,Other,Capsule,Capsule,,,,Capsule (2 Persons),2
,Other,Other,Capsule,Other,Capsule,Capsule,,,,Capsule Beds,2
,double ,Other,Capsule,Other,Capsule,Capsule,,,,Capsule Double (Share Bathroom),2
,double ,Other,Capsule,Other,Capsule,Capsule,,,,Capsule Double Bed,2
,double ,Other,Capsule,Other,Capsule,Capsule,,,,Double Capsule,2
,Other,queen ,Capsule,Other,Capsule,Capsule,,,,Queen Capsule,2
,Other,queen ,Capsule,Other,Capsule,Capsule,,,,Queen Capsule - Female Only,2
,Other,queen ,Capsule,Other,Capsule,Capsule,,,,Queen Capsule - Mixed,2
,double ,Other,classic ,Other,Classic,Classic,,,,Classic Double,1
,double ,Other,classic ,Other,Classic,Classic,,,,Classic Double Room,1
,double ,Other,classic ,Other,Classic,Classic,,,,Double Classic,1
,double ,queen ,classic ,Other,Classic,Classic,,,,Double Classic Queen,1
,double ,queen ,classic ,Other,Classic,Classic,,,,Double Room Queen Bed - Classic,1
,double twin  ,Other,classic ,Other,Classic,Classic,,,,Classic Double Or Twin Room,1
,double twin  ,Other,classic ,Other,Classic,Classic,,,,Double Or Twin Classic,1
,double twin  ,Other,classic ,Other,Classic,Classic,,,,Twin/Double Room - Classic,1
,single ,Other,classic ,Other,Classic,Classic,,,,Classic Room 4 Person (Super Single Bed),1
,twin ,Other,classic ,Other,Classic,Classic,,,,Twin Classic,1
,twin ,Other,classic ,Other,Classic,Classic,,,,Twin Room - Classic,1
,Other,Other,classic ,Other,Classic,Classic,,,,Classic Room,1
,Other,Other,Classic ,Other,Classic,Classic,,,,Classic,2
,Other,Other,Classic ,Other,Classic,Classic,,,,Classic Air Room,2
,double ,Other,Classic ,Other,Classic,Classic,,,,Classic Double,2
,double twin ,Other,Classic ,Other,Classic,Classic,,,,Classic Double Or Twin,2
,double twin ,Other,Classic ,Other,Classic,Classic,,,,"Classic Double Or Twin Room, 1 Bedroom",2
,double twin ,Other,Classic ,Other,Classic,Classic,,,,"Classic Double Or Twin Room, 1 Bedroom, Non Smoking, Courtyard Area",2
,double twin ,Other,Classic ,Other,Classic,Classic,,,,"Classic Double Or Twin Room, No Windows",2
,double ,Other,Classic ,Other,Classic,Classic,,,,Classic Double Room (Late Check-Out At 2pm),2
,double double ,Other,Classic ,Other,Classic,Classic,,,,"Classic Double Room, 1 Double Bed",2
,double ,king ,Classic ,Other,Classic,Classic,,,,"Classic Double Room, 1 King Bed",2
,double ,Other,Classic ,Other,Classic,Classic,,,,"Classic Double Room, Shared Bathroom",2
,Other,Other,Classic ,Garden,Classic,Classic,,,,Classic Garden View,2
,Other,king ,Classic ,Other,Classic,Classic,,,,Classic King Bed,2
,Other,queen ,Classic ,Other,Classic,Classic,,,,Classic Queen Bed (No Window),2
,Other,Other,Classic ,Other,Classic,Classic,,,,Classic Room,2
,Other,Other,Classic ,Other,Classic,Classic,,,,Classic Room (Late Check-Out At 2pm),2
,double twin ,Other,Classic ,Other,Classic,Classic,,,,Classic Room Double Or Twin,2
,double twin ,Other,Classic ,Other,Classic,Classic,,,,"Classic Room, 1 Double Or 2 Twin Beds",2
,double twin ,Other,Classic ,city ,Classic,Classic,,,,"Classic Room, 1 Double Or 2 Twin Beds, City View",2
,Other,king ,Classic ,Other,Classic,Classic,,,,"Classic Room, 1 King Bed, Non Smoking",2
,Other,queen ,Classic ,Other,Classic,Classic,,,,"Classic Room, 1 Queen Bed",2
,triple ,Other,Classic ,Other,Classic,Classic,,,,Classic Triple Room,2
,twin ,Other,Classic ,Other,Classic,Classic,,,,Classic Twin,2
,twin ,Other,Classic ,Other,Classic,Classic,,,,Classic Twin Room,2
,twin twin ,Other,Classic ,Other,Classic,Classic,,,,"Classic Twin Room, 2 Twin Beds, Non Smoking",2
,Other,Other,Classic ,Other,Classic,Classic,,,,Cozy Classic Foc Late C/O 2pm,2
,double ,Other,Classic ,Other,Classic,Classic,,,,Double Classic One Bedroom,2
,double ,Other,Classic ,Other,Classic,Classic,,,,Double Classy Room,2
,double ,Other,Classic ,Other,Classic,Classic,,,,Double Nuve Classic,2
,double twin ,Other,Classic ,Other,Classic,Classic,,,,Double Or Twin Classic Harbour View,2
,double ,Other,Classic ,Other,Classic,Classic,,,,Double Room - Classic,2
,double ,king ,Classic ,Other,Classic,Classic,,,,Double Room King Bed - Classic,2
,double ,queen ,Classic ,Other,Classic,Classic,,,,Double Room Queen Bed - Classic,2
,Other,Other,Classic ,Other,Classic,Classic,,,,Maduzi Classic,2
,Other,Other,Classic ,Other,Classic,Classic,,,,Maduzi Classic Room,2
,Other,Other,Classic ,Other,Classic,Classic,,,,Nuve Classic,2
,Other,Other,Classic ,Other,Classic,Classic,,,,Nuve Classic Room,2
,Other,Other,Classic ,Other,Classic,Classic,,,,One Bedroom Classic,2
,Other,king ,Classic ,Other,Classic,Classic,,,,Sl2 Classic: King Room With Private External Bathroom,2
,triple ,Other,Classic ,Other,Classic,Classic,,,,Triple Room - Classic,2
,twin ,Other,Classic ,Other,Classic,Classic,,,,Twin Classic,2
,twin ,Other,Classic ,Other,Classic,Classic,,,,Twin Classic Hollywood,2
,twin ,Other,Classic ,Other,Classic,Classic,,,,Twin Room - Classic,2
,twin double ,Other,Classic ,city ,Classic,Classic,,,,Twin/Double Room - Classic - City View,2
,twin double ,Other,Classic ,Other,Classic,Classic,,,,Twin/Double Room - Classic - Park View,2
,Other,king ,Classic ,Other,Classic,Classic,,,,Wl Classic: King Room With Private Bathroom,2
,Other,Other,Classic executive  ,Other,Classic executive  ,Classic,,executive,deluxe,Executive Classic King Bed,2
,Other,Other,classic Family,Other,classic Family,Classic,,,,Classic Family Room,2
,double ,Other,classic premium ,City,Classic Premium,Classic,,Premium,,Classic Premium Double Room With No View,1
,double ,Other,classic premium ,City,Classic Premium,Classic,,Premium,,Classic Premium Double Room With City View,1
,double twin ,Other,classic premium ,Other,Classic Premium,Classic,,Premium,,Double Or Twin Classic Premium,1
,single ,Other,classic premium ,Other,Classic Premium,Classic,,Premium,,Classic Premium Single Room With City View,1
,single  twin ,Other,classic premium ,Other,Classic Premium,Classic,,Premium,,Single Or Twin Classic Premium,1
,twin ,Other,classic premium ,Other,Classic Premium,Classic,,Premium,,"Classic Premium Room, 3 Twin Beds",1
,twin ,Other,classic premium ,Other,Classic Premium,Classic,,Premium,,"Classic Premium Room, 2 Twin Beds",1
,Other,Other,classic premium ,Other,Classic Premium,Classic,,Premium,,Classic Premium,1
,Other,Other,classic premium ,Other,Classic Premium,Classic,,,,Classic Premium,2
,Other,Other,classic quadruple ,Other,classic quadruple ,Classic,,,,Classic Quadruple Room,2
,double ,Other,Other,Other,Club,Club,,,,Double Club,1
,double ,Other,Other,Other,Club,Club,,,,Double Club Room Plus,1
,double ,Other,Other,Towers,Club,Club,,,,Double Club Twin Towers View Room,1
,double ,Other,Other,Towers,Club,Club,,,,Double Club Twin-Tower View,1
,double ,Other,Other,Other,Club,Club,,,,Double Room - Club Room,1
,double twin ,Other,Other,Other,Club,Club,,,,Double Or Twin Club,1
,double twin ,Other,Other,Other,Club,Club,,,,Twin/Double Room - Club Room,1
,single ,Other,Other,Other,Club,Club,,,,2 Single Club Nonsmoking,1
,twin ,Other,Other,Other,Club,Club,,,,Club Twin,1
,twin ,Other,Other,Other,Club,Club,,,,Club Twin Room,1
,twin ,Other,Other,Other,Club,Club,,,,Club Twin Room With View,1
,twin ,Other,Other,Other,Club,Club,,,,Twin Club,1
,twin ,Other,Other,Other,Club,Club,,,,Twin Club Room Plus,1
,twin ,Other,Other,Towers,Club,Club,,,,Twin Club Towers View,1
,twin ,Other,Other,Other,Club,Club,,,,Twin Royal Club,1
,Other,Other,Other,Other,Club,Club,,,,Club,1
,Other,Other,Other,Other,Club,Club,,,,Club Room With Club Benefits,1
,Other,Other,Other,Other,Club,Club,,,,Club Twin Towers View,1
,Other,Other,Other,Other,Club,Club,,,,Club With Club Benefits,1
,Other,king ,Other,Garden,Club,Club,,,,Club Garden View King,1
,Other,king ,Other,Other,Club,Club,,,,Club King,1
,Other,king ,Other,Other,Club,Club,,,,Club King Room,1
,Other,king ,Other,Other,Club,Club,,,,Club King View,1
,Other,king ,Other,Other,Club,Club,,,,"Club Room, 1 King Bed, Smoking",1
,Other,king ,Other,Other,Club,Club,,,,Club Tower King Room,1
,Other,king ,Other,Other,Club,Club,,,,Double Room King Bed - Club Room,1
,Other,king ,Club,Other,Club,Club,,,,1 King Bed Club Nonsmoking,2
,double ,Other,Club,Other,Club,Club,,,,Club Double Room,2
,Other,Other,Club,Other,Club,Club,,,,Club Floor,2
,Other,Other,Club,Other,Club,Club,,,,Club Garden + Breakfast,2
,Other,Other,Club,Garden,Club,Club,,,,Club Garden View,2
,Other,Other,Club,Other,Club,Club,,,,Club Grand,2
,Other,king ,Club,Other,Club,Club,,,,Club Intercontinental Room King,2
,double ,Other,Club,Other,Club,Club,,,,Club Lux Double,2
,Other,Other,Club,Other,Club,Club,,,,Club Luxx,2
,Other,Other,Club,Other,Club,Club,,,,Club Marina Bay,2
,Other,Other,Club,Other,Club,Club,,,,Club Park View,2
,Other,Other,Club,Other,Club,Club,,,,Club Plus Room,2
,Other,Other,Club,Other,Club,Club,,,,Club Prestige,2
,Other,Other,Club,River,Club,Club,,,,Club River View,2
,Other,Other,Club,Other,Club,Club,,,,Club Room,2
,Other,Other,Club,Other,Club,Club,,,,Club Room (Le Meridien),2
,Other,king ,Club,Other,Club,Club,,,,Club Room King,2
,Other,Other,Club,Lake ,Club,Club,,,,Club Room With Lake View,2
,double ,Other,Club,Other,Club,Club,,,,"Club Room, 1 Double Bed",2
,Other,Other,Club,Other,Club,Club,,,,Club Towers View + Breakfast,2
,Other,Other,Club,Other,Club,Club,,,,Club Tribeca With Club Lounge Benefits,2
,twin ,Other,Club,Other,Club,Club,,,,Club Twin,2
,twin ,Other,Club,Tower,Club,Club,,,,Club Twin Towers View Room (Formerly Club Towers View),2
,Other,Other,Club,Other,Club,Club,,,,Prestige Club,2
,Other,king ,Club,Other,Club,Club,,,,Prestige King Suite Club Millesime Access,2
,Other,Other,Club,Other,Club,Club,,,,Capri Club,2
,Other,Other,Club,Other,Club,Club,,,,Capri Club Room,2
,Other,Other,Club,Other,Club,Club,,,,Carlton Club,2
,Other,Other,Club,Other,Club,Club,,,,Club  Room,2
,Other,Other,Club,Other,Club,Club,,,,Club + Breakfast,2
,Other,Other,Club,Other,Club,Club,,,,Club Bay View,2
,Other,Other,Club,River,Club,Club,,,,Club C River View,2
,Other,Other,Club,city ,Club,Club,,,,Club City View,2
,Other,Other,Club,city ,Club,Club,,,,Club City View With Breakfast,2
,double ,Other,Club,Other,Club,Club,,,,Club Double,2
,Other,Other,Club,Other,Club,Club,,,,Courtyard Club,2
,Other,Other,Club,Other,Club,Club,,,,Courtyard Club Business Lounge Access,2
,Other,Other,Club,city ,Club,Club,,,,Crystal Club City View,2
,Other,Other,Club,River,Club,Club,,,,Crystal Club River View,2
,double ,Other,Club,Other,Club,Club,,,,Double Club Bayview,2
,double ,Other,Club,city ,Club,Club,,,,Double Club City View,2
,double ,Other,Club,Other,Club,Club,,,,Double Club Garden View Room,2
,double ,Other,Club,Other,Club,Club,,,,Double Club Park View,2
,double ,Other,Club,Other,Club,Club,,,,Double Club Room,2
,double ,Other,Club,Other,Club,Club,,,,Double Club World,2
,double ,Other,Club,Other,Club,Club,,,,Double Crystal Club,2
,double ,Other,Club,Other,Club,Club,,,,Double Crystal Club Room,2
,double twin ,Other,Club,city ,Club,Club,,,,Double Or Twin Club City Room,2
,double twin ,Other,Club,Other,Club,Club,,,,Double Or Twin Club Gsanook Chill With Benefits,2
,double twin ,Other,Club,Other,Club,Club,,,,Double Or Twin Club Kallang,2
,double twin ,Other,Club,Other,Club,Club,,,,Double Or Twin Club Marina,2
,double twin ,Other,Club,Other,Club,Club,,,,Double Or Twin Club Marina Bay Room,2
,double twin ,king ,Club,Other,Club,Club,,,,Double Or Twin Club Prestige King,2
,double twin ,Other,Club,Other,Club,Club,,,,Double Or Twin Club Room,2
,double twin ,Other,Club,Other,Club,Club,,,,Double Or Twin Club Room-Pacific,2
,double twin ,Other,Club,Other,Club,Club,,,,Double Or Twin Club Tribeca,2
,double twin ,Other,Club,Other,Club,Club,,,,Double Or Twin Club World,2
,double twin ,Other,Club,Other,Club,Club,,,,Double Or Twin Crystal Club,2
,double twin ,Other,Club,Other,Club,Club,,,,Double Or Twin Dusit Club,2
,double twin ,Other,Club,Other,Club,Club,,,,Double Or Twin Meritus Club Room,2
,double twin ,Other,Club,Other,Club,Club,,,,Double Or Twin Okura Club,2
,double twin ,Other,Club,Other,Club,Club,,,,Double Or Twin Pacific Club Room,2
,double twin ,Other,Club,Other,Club,Club,,,,Double Or Twin Serenity Club,2
,double twin ,Other,Club,Other,Club,Club,,,,Double Or Twin Straits Club Courtyard,2
,double twin ,Other,Club,Other,Club,Club,,,,Double Or Twin Straits Club Heritage,2
,double twin ,Other,Club,Other,Club,Club,,,,Double Or Twin Straits Club Quay,2
,double ,Other,Club,Other,Club,Club,,,,Double Orchid Club,2
,double ,Other,Club,Other,Club,Club,,,,Double Peranakan Club,2
,double ,Other,Club,city ,Club,Club,,,,Double Room - Club Room - City View,2
,double ,Other,Club,Other,Club,Club,,,,Double Room - Club Room - Garden,2
,double ,Other,Club,Other,Club,Club,,,,Double Room - Club Room - Plus,2
,double ,Other,Club,Other,Club,Club,,,,Double Room - Club Room - Royal,2
,double ,king ,Club,Other,Club,Club,,,,Double Room King Bed - Club Room,2
,double ,Other,Club,Other,Club,Club,,,,Double Royal Club,2
,double ,Other,Club,Other,Club,Club,,,,Double Sheraton Club,2
,double ,Other,Club,Other,Club,Club,,,,Double Straits Club Courtyard,2
,double ,Other,Club,Other,Club,Club,,,,Double Straits Club Heritage,2
,double ,Other,Club,Other,Club,Club,,,,Double Straits Club Postmaster,2
,double ,Other,Club,Other,Club,Club,,,,Double Straits Club Quay,2
,double twin ,Other,Club,Other,Club,Club,,,,Double/Twin Banyan Tree-Club,2
,double twin ,Other,Club,Other,Club,Club,,,,Double/Twin Club Tribeca,2
,Other,Other,Club,Other,Club,Club,,,,Dusit Club Room,2
,twin ,Other,Club,Other,Club,Club,,,,Dusit Club Room Twin Bed,2
,Other,Other,Club,Other,Club,Club,,,,G Club,2
,Other,king ,Club,Other,Club,Club,,,,G Club King Room,2
,Other,Other,Club,Other,Club,Club,,,,Grand Club,2
,Other,Other,Club,Other,Club,Club,,,,Grand Club Room,2
,Other,Other,Club,Other,Club,Club,,,,Grand Room (Club),2
,Other,Other,Club,Other,Club,Club,,,,Intercontinental Club Room,2
,Other,Other,Club,Other,Club,Club,,,,Meritus Club,2
,Other,Other,Club,Other,Club,Club,,,,Meritus Club Marina Bay View,2
,Other,Other,Club,Other,Club,Club,,,,Meritus Club Premier Room,2
,Other,Other,Club,Other,Club,Club,,,,Meritus Club Room,2
,Other,Other,Club,Other,Club,Club,,,,New Wing Club Room,2
,Other,Other,Club,Other,Club,Club,,,,Okura Club,2
,Other,Other,Club,Other,Club,Club,,,,Orchid Club,2
,Other,Other,Club,Other,Club,Club,,,,Pacific Club,2
,Other,king ,Club,Other,Club,Club,,,,Pacific Club King,2
,Other,Other,Club,Other,Club,Club,,,,Pacific Club Room,2
,Other,Other,Club,Other,Club,Club,,,,Panorama Club Room,2
,Other,Other,Club,Other,Club,Club,,,,Sheraton Club  Room ,2
,Other,Other,Club,Other,Club,Club,,,,Sheraton Club Room,2
,double ,Other,Club,Other,Club,Club,,,,So Club Park View Double Room,2
,Other,Other,Club,Other,Club,Club,,,,Straits Club Courtyard,2
,Other,Other,Club,Other,Club,Club,,,,Straits Club Quay,2
,double twin ,Other,Club,Other,Club,Club,,,,Straits Heritage Club Double Or Twin Room,2
,twin ,Other,Club,Other,Club,Club,,,,Twin Club,2
,twin ,Other,Club,Other,Club,Club,,,,Twin Club Room,2
,twin ,Other,Club,Other,Club,Club,,,,Twin Crystal Club,2
,twin ,Other,Club,Other,Club,Club,,,,Twin Room - Club Room,2
,twin ,Other,Club,Other,Club,Club,,,,Twin Room - Club Room - Plus,2
,twin ,Other,Club,Other,Club,Club,,,,Twin Room - Club Room - Royal,2
,twin double ,Other,Club,city ,Club,Club,,,,Twin/Double Room - Club Room - City View,2
,twin double ,Other,Club,Other,Club,Club,,,,Twin/Double Room - Club Room - Garden View,2
,twin double ,Other,Club,Other,Club,Club,,,,Twin/Double Room - Club Room - Grand,2
,twin double ,Other,Club,Other,Club,Club,,,,Twin/Double Room - Club Room - Luxury,2
,Other,Other,Club,Other,Club,Club,,,,Westin Club,2
,Other,Other,Club,Other,Club,Club,,,,Westin Club Room,2
,Other,Other,Club,Other,Club,Club,,,,World Club,2
,Other,Other,Club,Other,Club,Club,,,,Athenee Club,2
,double ,Other,Club,Park,Club,Club,,,,Double Room - Park View - Club Room,2
,Other,Other,Club,Other,Club,Club,,,,1 King Club Nonsmoking,2
,double ,Other,Club,Other,Club,Club,,,,Double  Pacific Club Room,2
,Other,Other,Club,Other,Club,Club,,,,Le Meridien Club,2
,Other,Other,Club,Other,Club,Club,,,,Peranakan Club,2
,Other,Other,Club,Other,Club,Club,,,,Serenity  Club,2
,Other,Other,Club,Other,Club,Club,,,,Tower Club 2 Bedroom Luxury Suites (Lounge Access),2
,Other,Other,Club,Other,Club,Club,,,,Tower Club 2 Bedroom Signature Suites (Lounge Access),2
,Other,Other,Club,city ,Club,Club,,,,"Tower Club, Lounge Access, City View",2
,Other,Other,Club,Other,Club,Club,,,,"Tower Club, Lounge Access, River View",2
,Other,Other,Club,Other,Club,Club,,,,Tower Wing Horizon Club Dlx,2
,Other,Other,Club,Other,Club,Club,,,,Traders Club Room,2
,Other,Other,Club,city ,Club,Club,,,,Traders Club Room Formerly Traders City View,2
,triple ,Other,Club,Other,Club,Club,,,,Triple Room - Club Room,2
,Other,Other,Club deluxe ,Other,Club deluxe ,Club,,,deluxe,Club Deluxe,2
,Other,Other,Club deluxe ,Other,Club deluxe ,Club,,,deluxe,Club Deluxe (Club Access),2
,Other,king ,Club deluxe ,Other,Club deluxe ,Club,,,deluxe,Club Deluxe King,2
,Other,king ,Club deluxe ,Other,Club deluxe ,Club,,,deluxe,Club Deluxe King Bed,2
,Other,Other,Club deluxe ,Other,Club deluxe ,Club,,,deluxe,Club Deluxe Room,2
,twin ,Other,Club deluxe ,Other,Club deluxe ,Club,,,deluxe,Club Deluxe Room With Twin Bed - Club Lounge Access For Adults Only,2
,Other,Other,Club deluxe ,Other,Club deluxe ,Club,,,deluxe,Club Deluxe Suite,2
,twin ,Other,Club deluxe ,Other,Club deluxe ,Club,,,deluxe,Club Deluxe Twin,2
,twin ,Other,Club deluxe ,Other,Club deluxe ,Club,,,deluxe,Club Deluxe Twin Room,2
,Other,Other,Club deluxe ,Other,Club deluxe ,Club,,,deluxe,Club Executive Deluxe,2
,Other,Other,Club deluxe ,Other,Club deluxe ,Club,,,deluxe,Club Floor 2-Bedroom Deluxe Suite,2
,Other,Other,Club deluxe ,Other,Club deluxe ,Club,,,deluxe,Club Sanook Deluxe With Benefits,2
,Other,Other,Club deluxe ,Other,Club deluxe ,Club,,,deluxe,Crystal Club Deluxe With Extra Benefits,2
,double ,Other,Club deluxe ,Other,Club deluxe ,Club,,,deluxe,Double Club Deluxe,2
,double twin ,Other,Club deluxe ,Other,Club deluxe ,Club,,,deluxe,Double Or Twin Club Deluxe,2
,double twin ,Other,Club deluxe ,Other,Club deluxe ,Club,,,deluxe,Double Or Twin Club Deluxe River View,2
