,bedType,bed,roomType,view,master_room_type,,,room_name,stt
,double ,Other,executive ,Other,Executive,,,Double Room - Executive,1
,double ,Other,executive ,Other,Executive,,,Executive Double Room,1
,double ,Other,executive ,Other,Executive,,,"Executive Single Room, 1 Double Bed",1
,double ,king ,executive ,Other,Executive,,,Double Executive King Bed,1
,double single ,Other,executive ,Other,Executive,,,"Executive Room, 1 Double Or 2 Single Bed",1
,double twin ,Other,executive ,Other,Executive,,,Twin/double Room - Executive,1
,single ,king ,executive ,Other,Executive,,,"Executive Room Lounge Access, 1 King Or 2 Twin/ Single Bed(S), Mini Fridge, 30sq",1
,single ,Other,executive ,Other,Executive,,,Executive 2 Single Beds,1
,single ,Other,executive ,Other,Executive,,,Executive Room 2 Single Beds,1
,triple ,Other,executive ,Other,Executive,,,Executive Triple,1
,triple ,Other,executive ,Sea,Executive,,,"Executive Triple Room, Sea View",1
,twin ,Other,executive ,Other,Executive,,,"Executive Room, 2 Twin Beds",1
,Other,Other,executive ,Other,Executive,,,1 Bedroom Executive,1
,Other,Other,executive ,Other,Executive,,,Executive Room,1
,Other,Other,executive ,Sea,Executive,,,"Executive Room, Sea View",1
,Other,Other,executive ,Other,Executive,,,One Bedroom Executive,1
,Other,king ,executive ,Other,Executive,,,"Executive Room, 1 King Bed",1
,Other,king ,executive ,Other,Executive,,,"Executive Room, 1 King Bed, Business Lounge Access",1
,Other,Other,executive quadruple ,Other,Executive,,,Quadruple Executive,1
,Other,queen ,executive ,Other,Executive,,,Executive Queen,1
,Other,queen ,executive ,Other,Executive,,,Executive Queen Room,1
,Other,queen ,executive ,Other,Executive,,,Executive Room (Queen),1
,Other,Other,executive suite ,Other,Executive Apartment Suite,Apartment,,Executive Suite Apartment ,1
,Other,Other,executive suite ,Other,Executive Apartment Suite,Apartment,,Executive Suite Apartment room,1
,twin ,Other,executive suite ,Other,Executive Apartment Suite,Apartment,,Executive Suite Apartment twin,1
,double ,Other,executive suite ,Other,Executive Apartment Suite,Apartment,,Executive Suite Apartment double,1
,double twin ,Other,executive suite ,Other,Executive Apartment Suite,Apartment,,Executive Suite Apartment twin/double,1
,double twin ,Other,executive suite ,Other,Executive Apartment Suite,Apartment,,Executive Suite Apartment double/twin,1
,double twin ,Other,executive suite ,Other,Executive Apartment Suite,Apartment,,Executive Suite Apartment twin/double room,1
,double twin ,Other,executive suite ,Other,Executive Apartment Suite,Apartment,,Executive Suite Apartment double/twin room,1
,twin ,queen ,executive classic ,Other,Executive Classic,,,Executive Classic Twin queen room,1
,Other,king ,executive classic ,Other,Executive Classic,,,Executive Classic double/twin room,1
,double twin ,Other,executive classic ,Other,Executive Classic,,,Executive Classic double/twin,1
,double,king ,executive classic ,Other,Executive Classic,,,Executive Classic King double room,1
,twin ,queen ,executive classic ,Other,Executive Classic,,,Executive Classic Twin queen,1
,Other,king ,executive classic ,Other,Executive Classic,,,Executive Classic double King room,1
,twin ,Other,executive classic ,Other,Executive Classic,,,Executive Classic Twin room,1
,Other,king ,executive classic ,Other,Executive Classic,,,Executive Classic King room,1
,double twin ,Other,executive classic ,Other,Executive Classic,,,Executive Classic Twin/double,1
,double,king ,executive classic ,Other,Executive Classic,,,Executive Classic King double room,1
,twin ,Other,executive classic ,Other,Executive Classic,,,Executive Classic Twin,1
,Other,king ,executive classic ,Other,Executive Classic,,,Executive Classic King,1
,double twin ,Other,executive ,Other,Executive Club,Club,,Double Or Twin Executive Club room,1
,double twin ,Other,executive ,Other,Executive Club,Club,,Twin/Double Room - Club Room – Executive room,1
,Other,king ,executive ,Other,Executive Club,Club,,Double Room King Bed - Executive - Club Room,1
,Other,king ,executive ,Other,Executive Club,Club,,Executive Club King room,1
,double twin ,Other,executive ,Other,Executive Club,Club,,Double Twin Executive Club,1
,double twin ,Other,executive ,Other,Executive Club,Club,,Twin/Double - Club Room - Executive,1
,twin ,king ,executive ,Other,Executive Club,Club,,Twin Room King Bed - Executive - Club Room,1
,twin,king ,executive ,Other,Executive Club,Club,,Executive Club King twin,1
,double twin ,Other,executive ,Other,Executive Club,Club,,Double Or Twin Executive Club,1
,double twin ,Other,executive ,Other,Executive Club,Club,,Twin/Double Room - Club Room - Executive,1
,Other,king ,executive ,Other,Executive Club,Club,,Double Room King Bed - Executive - Club Room,1
,Other,king ,executive ,Other,Executive Club,Club,,Executive Club King,1
,Other,Other,executive suite ,Other,Executive Club Suite,Club,,Club Executive Suite,1
,Other,Other,executive suite ,Other,Executive Club Suite,Club,,Executive Club Plaza Suite,1
,Other,Other,executive suite ,Other,Executive Club Suite,Club,,Suite - Executive - Club Room,1
,Other,Other,executive suite ,Other,Executive Club Suite,Club,,Suite 2 Bedrooms - Executive - Club Room,1
,Other,Other,executive suite ,Other,Executive Club Suite,Club,,Suite Club Executive,1
,Other,Other,executive deluxe ,Other,Deluxe Executive,,,Deluxe Room (Executive),1
,Other,Other,executive deluxe ,Other,Deluxe Executive,,,Executive Deluxe,1
,Other,Other,executive deluxe ,Other,Deluxe Executive,,,Executive Room (Deluxe),1
,Other,Other,executive deluxe suite ,Other,Deluxe Executive,,,Executive Deluxe Suite,1
,double twin ,Other,executive ,Other,Executive Horizon,,,Double/twin Horizon Executive,1
,double twin ,Other,executive ,Other,Executive Horizon,,,Twin/double Horizon Executive,1
,double twin ,Other,executive ,Other,Executive Horizon,,,Double/twin room Horizon Executive,1
,double twin ,Other,executive ,Other,Executive Horizon,,,Twin/Double Room Horizon Executive,1
,double ,Other,executive ,Other,Executive Horizon,,,Double Horizon Executive,1
,twin ,Other,executive ,Other,Executive Horizon,,,Twin Horizon Executive,1
,double,Other,executive ,Other,Executive,,,Executive Luxury double,1
,twin,Other,executive suite ,Other,Executive Suite,,,Executive Luxury Suite twin,1
,double twin ,Other,executive suite ,Other,Executive Suite,,,Executive Luxury Suite twin/double,1
,Other,Other,executive ,Other,Executive,,,Executive Luxury,1
,Other,Other,executive suite ,Other,Executive Suite,,,Executive Luxury Suite,1
,double,Other,executive ,Other,Executive,,,Executive Luxury double room,1
,twin,Other,executive suite ,Other,Executive Suite,,,Executive Luxury Suite twin room,1
,double twin ,Other,executive suite ,Other,Executive Suite,,,Executive Luxury Suite twin/double room,1
,Other,Other,executive ,Other,Executive Pool Villa,Villa,,Executive Pool Villa,1
,Other,Other,executive ,Other,Executive Pool Villa,Villa,,Villa - Executive - Pool,1
,twin ,Other,executive premier ,Other,Executive Premier,,,Executive Premier Twin Room,1
,twin ,Other,executive premier ,Other,Executive Premier,,,Twin Premier Executive,1
,double ,Other,executive ,Other,Executive Studio,Studio,,Double Executive Studio,1
,double ,Other,executive ,Other,Executive Studio,Studio,,Double Studio Executive,1
,double ,Other,executive ,Other,Executive Studio,Studio,,Double Studio-Executive,1
,double ,Other,executive ,Other,Executive Studio,Studio,,Studio Executive Double,1
,double twin ,Other,executive ,Other,Executive Studio,Studio,,Double Or Twin Studio Executive,1
,double twin ,Other,executive ,Other,Executive Studio,Studio,,Double/Twin Studio-Executive,1
,single ,Other,executive ,Other,Executive Studio,Studio,,"Executive Studio, 2 Single Beds, Kitchen",1
,triple ,Other,executive ,Other,Executive Studio,Studio,,Executive Triple Studio,1
,twin ,Other,executive ,Other,Executive Studio,Studio,,Executive Twin Studio,1
,twin ,Other,executive ,Other,Executive Studio,Studio,,Studio Executive Twin,1
,Other,Other,executive ,Other,Executive Studio,Studio,,"Executive Studio, 1 King Bed",1
,Other,Other,executive ,Other,Executive Studio,Studio,,"Executive Studio, 2 Single Beds",1
,Other,king ,executive ,Other,Executive Studio,Studio,,Executive King Studio,1
,Other,king ,executive ,Other,Executive Studio,Studio,,Executive King Studio 1 King Bed & Sofa Bed,1
,Other,queen ,executive ,Other,Executive Studio,Studio,,"Executive Studio, 1 Queen Bed, Kitchen",1
,double ,Other,executive suite ,Other,Executive Suite,,,Double Executive Suite,1
,double ,Other,executive suite ,Other,Executive Suite,,,"Executive Suite, 1 Double Bed",1
,double twin ,Other,executive suite ,Other,Executive Suite,,,Double Or Twin Executive Suite,1
,double twin ,Other,executive suite ,Other,Executive Suite,,,Double Or Twin Four Seasons Executive Suite,1
,double twin ,Other,executive suite ,Other,Executive Suite,,,"Executive Suite, 1 Double Or 2 Twin Beds",1
,Other,Other,executive suite ,Other,Executive Suite,,,Executive Suite,1
,Other,Other,executive suite ,Other,Executive Suite,,,Executive Suite - 2-Bedroom,1
,Other,Other,executive suite ,Other,Executive Suite,,,"Executive Suite, 1 Bedroom",1
,Other,Other,executive suite ,Other,Executive Suite,,,"Executive Suite, 2 Single Beds",1
,Other,Other,executive suite ,Other,Executive Suite,,,Executive Suite.,1
,Other,Other,executive suite ,Other,Executive Suite,,,Suite - Executive,1
,Other,Other,executive suite ,Other,Executive Suite,,,Suite Executive,1
,Other,Other,executive suite ,Other,Executive Suite,,,Suite Executive Suite,1
,Other,king ,executive suite ,Other,Executive Suite,,,Executive King Suite,1
,Other,king ,executive suite ,Other,Executive Suite,,,Executive Suite 1 King Bed,1
,Other,king ,executive suite ,Other,Executive Suite,,,Executive Suite With 1 King Bed,1
,Other,king ,executive suite ,Other,Executive Suite,,,"Executive Suite, 1 King Bed, Bathtub",1
,Other,queen ,executive suite ,Other,Executive Suite,,,Executive Queen Suite,1
,Other,queen ,executive suite ,Other,Executive Suite,,,"Executive Suite, 1 Queen Bed",1
,double ,Other,executive superior ,Other,Executive Superior,,,Double Room - Executive - Superior,1
,double twin ,Other,executive superior ,Other,Executive Superior,,,Twin/Double Room - Executive - Superior,1
,twin ,Other,executive superior ,Other,Executive Superior,,,Twin Room - Executive - Superior,1
,Other,Other,executive superior ,Other,Executive Superior,,,Executive Superior,1
,Other,Other,executive superior ,Other,Executive Superior,,,Superior Executive,1
,Other,Other,executive ,Other,Executive Villa,Villa,,Villa - Executive,1
,double ,Other,Other,Other,Family,Family,,"Family Double Room, 2 Bedrooms",1
,double ,Other,Other,Other,Family,Family,,"Family Room, 2 Double Beds",1
,double twin ,Other,Other,Other,Family,Family,,"Family Room, 1 Double Or 2 Twin Beds",1
,single ,queen ,Other,Other,Family,Family,,Family Room (One Queen And One Single Beds),1
,triple ,Other,Other,Other,Family,Family,,Family Triple,1
,triple ,Other,Other,Other,Family,Family,,Family Triple Room,1
,triple ,Other,Other,Other,Family,Family,,"Family Triple Room, 1 Bedroom",1
,twin ,Other,Other,Other,Family,Family,,"Family Room, 3 Twin Beds",1
,twin ,Other,Other,Other,Family,Family,,Twin Family Room,1
,Other,Other,Other,Other,Family,Family,,Family,1
,Other,Other,Other,Other,Family,Family,,Family 3 No Window,1
,Other,Other,Other,Other,Family,Family,,Family 4 No Window,1
,Other,Other,Other,Other,Family,Family,,Family Room,1
,Other,Other,Other,Other,Family,Family,,Family Room (4 Pax),1
,Other,Other,Other,Other,Family,Family,,Family Room 3,1
,Other,Other,Other,Other,Family,Family,,Family Room 4,1
,Other,Other,Other,Other,Family,Family,,"Family Room, Non Smoking",1
,Other,Other,Other,Other,Family,Family,,Family Room.,1
,Other,Other,quadruple ,Other,Family,Family,,"Family Quad, Non Smoking",1
,Other,Other,quadruple ,Other,Family,Family,,Family Quadruple Room,1
,Other,Other,quadruple ,Other,Family,Family,,"Family Quadruple Room, 2 Queen Beds",1
,Other,queen ,Other,Other,Family,Family,,Family Room (Queen),1
,Other,Other,Other,Other,Family,Family,,Family Standard,1
,double twin ,Other,deluxe ,Other,Family Deluxe,Family,,Double Or Twin Deluxe Family Room,1
,double twin ,Other,deluxe ,Other,Family Deluxe,Family,,Double Or Twin Eastin Family Deluxe,1
,double twin ,Other,deluxe ,Other,Family Deluxe,Family,,Twin/Double Room - Family - Deluxe,1
,Other,Other,deluxe ,Other,Family Deluxe,Family,,Deluxe Family,1
,Other,Other,deluxe ,Other,Family Deluxe,Family,,Family Deluxe,1
,Other,Other,deluxe ,Other,Family Deluxe,Family,,Family Deluxe Room,1
,Other,Other,suite ,Other,Family Duplex Suite,Family,,Family Suite (Duplex),1
,Other,Other,executive suite ,Other,Family Executive Suite,Family,,Family Executive Suite,1
,Other,Other,suite ,City,Family Suite,Family,,"Family Junior Suite, 1 Queen Bed, 1 Single Bed, City View",1
,Other,Other,penthouse ,City,Family Penthouse,Family,,"Family Penthouse, 2 Queen Beds, City View",1
,Other,Other,Other,Other,Family Pool Villa,Family,,Family Pool Villa,1
,Other,Other,Other,Other,Family Studio,Family,,Family Studio (Type A),1
,Other,queen ,deluxe ,Other,Family Studio,Family,,Deluxe Queen Family Studio,1
,double ,Other,suite ,City,Family Suite,Family,,"Family Suite, 2 Double Beds, Non Smoking, City View",1
,double twin ,Other,suite ,Other,Family Suite,Family,,Double Or Twin Family Room Suite,1
,double twin ,Other,suite ,Other,Family Suite,Family,,Double Or Twin Family Room-Suite,1
,double twin ,Other,suite ,Other,Family Suite,Family,,Family Suite (1 Double Room And 1 Twin-Beds Room),1
,double twin ,Other,suite ,Other,Family Suite,Family,,"Family Suite, 1 Double Or 2 Twin Beds",1
,Other,Other,suite ,Other,Family Suite,Family,,Family  Suite,1
,Other,Other,suite ,Other,Family Suite,Family,,Family Suite,1
,Other,Other,suite ,Other,Family Suite,Family,,"Family Suite, 3 Pax",1
,Other,Other,suite ,Other,Family Suite,Family,,Family Suite.,1
,Other,king ,suite ,Other,Family Suite,Family,,"Family Suite, 1 King Bed, Non Smoking, Connecting Rooms",1
,Other,queen ,suite ,City,Family Suite,Family,,"Family Suite, 2 Queen Beds, City View",1
,Other,Other,Other,Other,Family Villa,Family,,Family Villa,1
,Other,Other,Other,Lake,Family Villa,Family,,"Family Villa, 6 Bedrooms, Private Pool, Lake View",1
,Other,Other,Other,Other,Family Villa,Family,,"Family Villa, Private Pool",1
,Other,Other,Other,Other,Female Dormitory,,,"Basic Shared Dormitory, Women Only",1
,Other,Other,Other,Other,Female Dormitory,,,Female Dormitory,1
,double twin ,Other,Other,Other,Grand Club,,,Double Or Twin Club Grand,1
,double ,Other,deluxe ,Other,Grand Deluxe,,,Double Grand Deluxe,1
,double ,Other,deluxe ,Other,Grand Deluxe,,,"Grand Deluxe 2 Pax, 1 Double Bed",1
,double twin ,Other,deluxe ,Other,Grand Deluxe,,,Double Or Twin Grand Deluxe,1
,double twin ,Other,deluxe ,Other,Grand Deluxe,,,Double/Twin Grand-Deluxe Room,1
,triple ,Other,deluxe ,Other,Grand Deluxe,,,Triple Grand Deluxe,1
,twin ,Other,deluxe ,Other,Grand Deluxe,,,Twin Grand Deluxe,1
,Other,Other,deluxe ,Other,Grand Deluxe,,,Deluxe Room - Upgrade Promotion To Grand Deluxe Room,1
,Other,Other,deluxe ,Other,Grand Deluxe,,,Grand  Deluxe,1
,Other,Other,deluxe ,Other,Grand Deluxe,,,Grand Deluxe,1
,Other,Other,deluxe ,Other,Grand Deluxe,,,Grand Deluxe.,1
,Other,king ,Other,Other,Grand Deluxe,,,Grand Deluxe - King Bed (Ns),1
,Other,king ,Other,Other,Grand Deluxe,,,Grand Deluxe King,1
,Other,king ,Other,Other,Grand Deluxe,,,Grand Deluxe King Bed,1
,Other,queen ,Other,Other,Grand Deluxe,,,Premier Deluxe - King Bed (Ns),1
,Other,Other,classic ,Other,Grand Deluxe Classic,,,Grand Deluxe Classic,1
,double twin ,Other,executive ,Other,Grand Deluxe Executive,,,Double Or Twin Grand Deluxe Executive,1
,triple ,Other,executive ,Other,Grand Deluxe Executive,,,Triple Grand Deluxe Executive,1
,Other,Other,executive ,Other,Grand Deluxe Executive,,,Executive Grand Deluxe,1
,Other,Other,Other,Other,Grand Deluxe Family,Family,,Grand Deluxe Family Room,1
,Other,Other,deluxe ,Other,Grand Deluxe Studio,Studio,,"Grand Deluxe Studio, 1 Double Bed",1
,Other,king ,executive ,Other,Grand Executive,,,Grand Executive King,1
,Other,Other,Other,Other,Grand Luxury,,,Grand Luxury,1
,Other,Other,Other,Other,Grand Pool Villa,Villa,,Grand Pool Villa,1
,Other,Other,Other,Other,Grand Pool Villa,Villa,,Villa - Grand - Pool,1
,Other,Other,Other,Other,Grand Pool Villa,Villa,,Villa Grand Pool,1
,Other,king ,premium ,Other,Grand Premium Club,Club,,Opera Grand Premium Club King,1
,Other,king ,suite ,Other,Grand Suite,,,Grand Suite King,1
,Other,Other,Other,Other,Grand Villa,Villa,,Grand Villa,1
,Other,Other,Other,Other,Grand Villa,Villa,,Villa - Grand,1
,double ,Other,suite ,Other,Honeymoon Suite,,,Double Honeymoon Suite,1
,double twin ,Other,Other,Other,Horizon,,,Double Or Twin Horizon,1
,double twin ,Other,Other,Other,Horizon,,,Double Or Twin Horizon View Club Shangri La Wing,1
,Other,Other,Other,Other,Horizon,,,Horizon,1
,Other,Other,Other,Other,Horizon Club,Club,,Horizon Club,1
,Other,Other,Other,Other,Horizon Club,Club,,Horizon Club (Shangrila Wing),1
,Other,Other,deluxe ,Other,Horizon Club Deluxe,Club,,Horizon Club Deluxe,1
,double twin ,Other,executive ,Other,Horizon Club Executive,Club,,Double Or Twin Tower Wing Horizon Club Deluxe,1
,twin ,king ,executive ,Other,Horizon Club Executive,Club,,Horizon Club Executive (King/Twin),1
,twin ,Other,executive ,Other,Horizon Club Executive,Club,,Horizon Club Executive Twin,1
,Other,king ,executive ,Other,Horizon Club Executive,Club,,Horizon Club Executive King With Breakfast,1
,Other,Other,premier ,Other,Horizon Club Premier,Club,,Horizon Club Premier,1
,double twin ,Other,executive ,Other,Horizon Executive,,,Double Or Twin Horizon Executive,1
,Other,Other,Other,Other,Junior Deluxe,,,Junior Luxe With Complimentary Mini Bar,1
,double ,Other,Junior suite ,Other,Junior Suite,,,Double Junior Suite,1
,double ,Other,Junior suite ,Other,Junior Suite,,,Double Junior-Suite,1
,double twin ,Other,Junior suite ,Other,Junior Suite,,,Double Or Twin Junior Suite,1
,double twin ,Other,Junior suite ,Other,Junior Suite,,,"Junior Suite, 1 Double Or 2 Twin Beds",1
,twin ,Other,Junior suite ,Other,Junior Suite,,,Junior Suite Twin,1
,twin ,Other,Junior suite ,Other,Junior Suite,,,Junior Suite Twin Room,1
,twin ,Other,Junior suite ,Other,Junior Suite,,,"Junior Suite, 2 Twin Beds",1
,Other,Other,Junior suite ,Other,Junior Suite,,,Junior Suite,1
,Other,Other,Junior suite ,Other,Junior Suite,,,"Junior Suite, 1 King Bed (Tower Wing)",1
,Other,Other,Junior suite ,Other,Junior Suite,,,Junior Suite.,1
,Other,king ,Junior suite ,Other,Junior Suite,,,Junior Suite - 1 King Bed,1
,Other,king ,Junior suite ,Other,Junior Suite,,,Junior Suite King,1
,Other,king ,Junior suite ,Other,Junior Suite,,,"Junior Suite, 1 King Bed",1
,Other,queen ,Junior suite ,Other,Junior Suite,,,Junior Suite Queen Bed,1
,double ,Other,Other,Other,Luxury,,,Luxury Double Bed,1
,double twin ,Other,Other,Other,Luxury,,,Luxury Double Or Twin,1
,double twin ,Other,Other,Other,Luxury,,,Twin/Double Room - Luxury,1
,twin ,Other,Other,Other,Luxury,,,Luxury Twin Room,1
,twin ,Other,Other,Other,Luxury,,,Luxury Twin Studio,1
,Other,Other,Other,Other,Luxury,,,Luxury,1
,Other,Other,Other,Other,Luxury,,,Luxury Room,1
,Other,king ,Other,Other,Luxury,,,Luxury King Room,1
,Other,queen ,Other,Other,Luxury,,,"Luxury Room, 1 Queen Bed, View",1
,double ,Other,Other,Other,Luxury Club,Club,,Double Luxury Club Millesime,1
,double twin ,Other,Other,Other,Luxury Club,Club,,Twin/Double Room - Club Room - Luxury,1
,Other,Other,Other,Other,Luxury Club,Club,,Luxury Club,1
,Other,king ,Other,Other,Luxury Club,Club,,Double Room King Bed - Luxury - Club Room,1
,Other,king ,Other,Other,Luxury Club,Club,,Luxury King Room Club Millesime,1
,Other,Other,suite ,Other,Luxury Club Suite,Club,,Suite Tower Club Luxury 2 Bedrooms,1
,Other,Other,suite ,Other,Luxury Club Suite,Club,,Tower Club Luxury Suite 2 B/R,1
,Other,Other,Other,Other,Luxury Family,Family,,Family Room Luxury,1
,Other,Other,Other,Other,Luxury Studio,Studio,,Studio - Luxury,1
,Other,Other,suite ,Other,Luxury Suite,,,Luxury 1-Bedroom Suite,1
,Other,Other,suite ,Other,Luxury Suite,,,Luxury Suite,1
