bedType,bed,roomType,view,master_room_type,,room_name,stt
,,executive ,,Executive Pool Villa,Villa,Executive Pool Villa,1
,,executive ,,Executive Pool Villa,Villa,Villa - Executive - Pool,1
twin ,,executive premier ,,Executive Premier,,Executive Premier Twin Room,1
twin ,,executive premier ,,Executive Premier,,Twin Premier Executive,1
double ,,executive ,,Executive Studio,Studio,Double Executive Studio,1
double ,,executive ,,Executive Studio,Studio,Double Studio Executive,1
double ,,executive ,,Executive Studio,Studio,Double Studio-Executive,1
double ,,executive ,,Executive Studio,Studio,Studio Executive Double,1
double twin  ,,executive ,,Executive Studio,Studio,Double Or Twin Studio Executive,1
double twin  ,,executive ,,Executive Studio,Studio,Double/Twin Studio-Executive,1
single ,,executive ,,Executive Studio,Studio,"Executive Studio, 2 Single Beds, Kitchen",1
triple ,,executive ,,Executive Studio,Studio,Executive Triple Studio,1
twin ,,executive ,,Executive Studio,Studio,Executive Twin Studio,1
twin ,,executive ,,Executive Studio,Studio,Studio Executive Twin,1
,,executive ,,Executive Studio,Studio,"Executive Studio, 1 King Bed",1
,,executive ,,Executive Studio,Studio,"Executive Studio, 2 Single Beds",1
,king ,executive ,,Executive Studio,Studio,Executive King Studio,1
,king ,executive ,,Executive Studio,Studio,Executive King Studio 1 King Bed & Sofa Bed,1
,queen ,executive ,,Executive Studio,Studio,"Executive Studio, 1 Queen Bed, Kitchen",1
double ,,executive suite ,,Executive Suite,,Double Executive Suite,1
double ,,executive suite ,,Executive Suite,,"Executive Suite, 1 Double Bed",1
double twin  ,,executive suite ,,Executive Suite,,Double Or Twin Executive Suite,1
double twin  ,,executive suite ,,Executive Suite,,Double Or Twin Four Seasons Executive Suite,1
double twin  ,,executive suite ,,Executive Suite,,"Executive Suite, 1 Double Or 2 Twin Beds",1
,,executive suite ,,Executive Suite,,Executive Suite,1
,,executive suite ,,Executive Suite,,Executive Suite - 2-Bedroom,1
,,executive suite ,,Executive Suite,,"Executive Suite, 1 Bedroom",1
,,executive suite ,,Executive Suite,,"Executive Suite, 2 Single Beds",1
,,executive suite ,,Executive Suite,,Executive Suite.,1
,,executive suite ,,Executive Suite,,Suite - Executive,1
,,executive suite ,,Executive Suite,,Suite Executive,1
,,executive suite ,,Executive Suite,,Suite Executive Suite,1
,king ,executive suite ,,Executive Suite,,Executive King Suite,1
,king ,executive suite ,,Executive Suite,,Executive Suite 1 King Bed,1
,king ,executive suite ,,Executive Suite,,Executive Suite With 1 King Bed,1
,king ,executive suite ,,Executive Suite,,"Executive Suite, 1 King Bed, Bathtub",1
,queen ,executive suite ,,Executive Suite,,Executive Queen Suite,1
,queen ,executive suite ,,Executive Suite,,"Executive Suite, 1 Queen Bed",1
double ,,executive superior ,,Executive Superior,,Double Room - Executive - Superior,1
double twin  ,,executive superior ,,Executive Superior,,Twin/Double Room - Executive - Superior,1
twin ,,executive superior ,,Executive Superior,,Twin Room - Executive - Superior,1
,,executive superior ,,Executive Superior,,Executive Superior,1
,,executive superior ,,Executive Superior,,Superior Executive,1
,,executive ,,Executive Villa,Villa,Villa - Executive,1
double ,,,,Family,Family,"Family Double Room, 2 Bedrooms",1
double ,,,,Family,Family,"Family Room, 2 Double Beds",1
double twin  ,,,,Family,Family,"Family Room, 1 Double Or 2 Twin Beds",1
single ,queen ,,,Family,Family,Family Room (One Queen And One Single Beds),1
triple ,,,,Family,Family,Family Triple,1
triple ,,,,Family,Family,Family Triple Room,1
triple ,,,,Family,Family,"Family Triple Room, 1 Bedroom",1
twin ,,,,Family,Family,"Family Room, 3 Twin Beds",1
twin ,,,,Family,Family,Twin Family Room,1
,,,,Family,Family,Family,1
,,,,Family,Family,Family 3 No Window,1
,,,,Family,Family,Family 4 No Window,1
,,,,Family,Family,Family Room,1
,,,,Family,Family,Family Room (4 Pax),1
,,,,Family,Family,Family Room 3,1
,,,,Family,Family,Family Room 4,1
,,,,Family,Family,"Family Room, Non Smoking",1
,,,,Family,Family,Family Room.,1
,,quadruple ,,Family,Family,"Family Quad, Non Smoking",1
,,quadruple ,,Family,Family,Family Quadruple Room,1
,,quadruple ,,Family,Family,"Family Quadruple Room, 2 Queen Beds",1
,queen ,,,Family,Family,Family Room (Queen),1
,,,,Family,Family,Family Standard,1
double twin  ,,deluxe ,,Family Deluxe,Family,Double Or Twin Deluxe Family Room,1
double twin  ,,deluxe ,,Family Deluxe,Family,Double Or Twin Eastin Family Deluxe,1
double twin  ,,deluxe ,,Family Deluxe,Family,Twin/Double Room - Family - Deluxe,1
,,deluxe ,,Family Deluxe,Family,Deluxe Family,1
,,deluxe ,,Family Deluxe,Family,Family Deluxe,1
,,deluxe ,,Family Deluxe,Family,Family Deluxe Room,1
,,suite ,,Family Duplex Suite,Family,Family Suite (Duplex),1
,,executive suite ,,Family Executive Suite,Family,Family Executive Suite,1
,,suite ,City,Family Suite,Family,"Family Junior Suite, 1 Queen Bed, 1 Single Bed, City View",1
,,penthouse ,City,Family Penthouse,Family,"Family Penthouse, 2 Queen Beds, City View",1
,,,,Family Pool Villa,Family,Family Pool Villa,1
,,,,Family Studio,Family,Family Studio (Type A),1
,queen ,deluxe ,,Family Studio,Family,Deluxe Queen Family Studio,1
double ,,suite ,City,Family Suite,Family,"Family Suite, 2 Double Beds, Non Smoking, City View",1
double twin  ,,suite ,,Family Suite,Family,Double Or Twin Family Room Suite,1
double twin  ,,suite ,,Family Suite,Family,Double Or Twin Family Room-Suite,1
double twin  ,,suite ,,Family Suite,Family,Family Suite (1 Double Room And 1 Twin-Beds Room),1
double twin  ,,suite ,,Family Suite,Family,"Family Suite, 1 Double Or 2 Twin Beds",1
,,suite ,,Family Suite,Family,Family  Suite,1
,,suite ,,Family Suite,Family,Family Suite,1
,,suite ,,Family Suite,Family,"Family Suite, 3 Pax",1
,,suite ,,Family Suite,Family,Family Suite.,1
,king ,suite ,,Family Suite,Family,"Family Suite, 1 King Bed, Non Smoking, Connecting Rooms",1
,queen ,suite ,City,Family Suite,Family,"Family Suite, 2 Queen Beds, City View",1
,,,,Family Villa,Family,Family Villa,1
,,,Lake,Family Villa,Family,"Family Villa, 6 Bedrooms, Private Pool, Lake View",1
,,,,Family Villa,Family,"Family Villa, Private Pool",1
,,,,Female Dormitory,,"Basic Shared Dormitory, Women Only",1
,,,,Female Dormitory,,Female Dormitory,1
double twin  ,,,,Grand Club,,Double Or Twin Club Grand,1
double ,,deluxe ,,Grand Deluxe,,Double Grand Deluxe,1
double ,,deluxe ,,Grand Deluxe,,"Grand Deluxe 2 Pax, 1 Double Bed",1
double twin  ,,deluxe ,,Grand Deluxe,,Double Or Twin Grand Deluxe,1
double twin  ,,deluxe ,,Grand Deluxe,,Double/Twin Grand-Deluxe Room,1
triple ,,deluxe ,,Grand Deluxe,,Triple Grand Deluxe,1
twin ,,deluxe ,,Grand Deluxe,,Twin Grand Deluxe,1
,,deluxe ,,Grand Deluxe,,Deluxe Room - Upgrade Promotion To Grand Deluxe Room,1
,,deluxe ,,Grand Deluxe,,Grand  Deluxe,1
,,deluxe ,,Grand Deluxe,,Grand Deluxe,1
,,deluxe ,,Grand Deluxe,,Grand Deluxe.,1
,king ,,,Grand Deluxe,,Grand Deluxe - King Bed (Ns),1
,king ,,,Grand Deluxe,,Grand Deluxe King,1
,king ,,,Grand Deluxe,,Grand Deluxe King Bed,1
,queen ,,,Grand Deluxe,,Premier Deluxe - King Bed (Ns),1
,,classic ,,Grand Deluxe Classic,,Grand Deluxe Classic,1
double twin  ,,executive ,,Grand Deluxe Executive,,Double Or Twin Grand Deluxe Executive,1
triple ,,executive ,,Grand Deluxe Executive,,Triple Grand Deluxe Executive,1
,,executive ,,Grand Deluxe Executive,,Executive Grand Deluxe,1
,,,,Grand Deluxe Family,Family,Grand Deluxe Family Room,1
,,deluxe ,,Grand Deluxe Studio,Studio,"Grand Deluxe Studio, 1 Double Bed",1
,king ,executive ,,Grand Executive,,Grand Executive King,1
,,,,Grand Luxury,,Grand Luxury,1
,,,,Grand Pool Villa,Villa,Grand Pool Villa,1
,,,,Grand Pool Villa,Villa,Villa - Grand - Pool,1
,,,,Grand Pool Villa,Villa,Villa Grand Pool,1
,king ,premium ,,Grand Premium Club,Club,Opera Grand Premium Club King,1
,king ,suite ,,Grand Suite,,Grand Suite King,1
,,,,Grand Villa,Villa,Grand Villa,1
,,,,Grand Villa,Villa,Villa - Grand,1
double ,,suite ,,Honeymoon Suite,,Double Honeymoon Suite,1
double twin  ,,,,Horizon,,Double Or Twin Horizon,1
double twin  ,,,,Horizon,,Double Or Twin Horizon View Club Shangri La Wing,1
,,,,Horizon,,Horizon,1
,,,,Horizon Club,Club,Horizon Club,1
,,,,Horizon Club,Club,Horizon Club (Shangrila Wing),1
,,deluxe ,,Horizon Club Deluxe,Club,Horizon Club Deluxe,1
double twin  ,,executive ,,Horizon Club Executive,Club,Double Or Twin Tower Wing Horizon Club Deluxe,1
twin ,king ,executive ,,Horizon Club Executive,Club,Horizon Club Executive (King/Twin),1
twin ,,executive ,,Horizon Club Executive,Club,Horizon Club Executive Twin,1
,king ,executive ,,Horizon Club Executive,Club,Horizon Club Executive King With Breakfast,1
,,premier ,,Horizon Club Premier,Club,Horizon Club Premier,1
double twin  ,,executive ,,Horizon Executive,,Double Or Twin Horizon Executive,1
,,,,Junior Deluxe,,Junior Luxe With Complimentary Mini Bar,1
double ,,Junior suite ,,Junior Suite,,Double Junior Suite,1
double ,,Junior suite ,,Junior Suite,,Double Junior-Suite,1
double twin  ,,Junior suite ,,Junior Suite,,Double Or Twin Junior Suite,1
double twin  ,,Junior suite ,,Junior Suite,,"Junior Suite, 1 Double Or 2 Twin Beds",1
twin ,,Junior suite ,,Junior Suite,,Junior Suite Twin,1
twin ,,Junior suite ,,Junior Suite,,Junior Suite Twin Room,1
twin ,,Junior suite ,,Junior Suite,,"Junior Suite, 2 Twin Beds",1
,,Junior suite ,,Junior Suite,,Junior Suite,1
,,Junior suite ,,Junior Suite,,"Junior Suite, 1 King Bed (Tower Wing)",1
,,Junior suite ,,Junior Suite,,Junior Suite.,1
,king ,Junior suite ,,Junior Suite,,Junior Suite - 1 King Bed,1
,king ,Junior suite ,,Junior Suite,,Junior Suite King,1
,king ,Junior suite ,,Junior Suite,,"Junior Suite, 1 King Bed",1
,queen ,Junior suite ,,Junior Suite,,Junior Suite Queen Bed,1
double ,,,,Luxury,,Luxury Double Bed,1
double twin  ,,,,Luxury,,Luxury Double Or Twin,1
double twin  ,,,,Luxury,,Twin/Double Room - Luxury,1
twin ,,,,Luxury,,Luxury Twin Room,1
twin ,,,,Luxury,,Luxury Twin Studio,1
,,,,Luxury,,Luxury,1
,,,,Luxury,,Luxury Room,1
,king ,,,Luxury,,Luxury King Room,1
,queen ,,,Luxury,,"Luxury Room, 1 Queen Bed, View",1
double ,,,,Luxury Club,Club,Double Luxury Club Millesime,1
double twin  ,,,,Luxury Club,Club,Twin/Double Room - Club Room - Luxury,1
,,,,Luxury Club,Club,Luxury Club,1
,king ,,,Luxury Club,Club,Double Room King Bed - Luxury - Club Room,1
,king ,,,Luxury Club,Club,Luxury King Room Club Millesime,1
,,suite ,,Luxury Club Suite,Club,Suite Tower Club Luxury 2 Bedrooms,1
,,suite ,,Luxury Club Suite,Club,Tower Club Luxury Suite 2 B/R,1
,,,,Luxury Family,Family,Family Room Luxury,1
,,,,Luxury Studio,Studio,Studio - Luxury,1
,,suite ,,Luxury Suite,,Luxury 1-Bedroom Suite,1
,,suite ,,Luxury Suite,,Luxury Suite,1
,,suite ,,Luxury Suite Family,Family,Luxury Suite Family (Triple),1
,,,,Penthouse,Penthouse,Penthouse,1
,,,,Penthouse,Penthouse,Penthouse Room,1
,,,,Penthouse,Penthouse,Penthouse Suite + Breakfast,1
,king ,,,Penthouse,Penthouse,"Penthouse, 1 King Bed",1
,king ,,,Penthouse,Penthouse,"Penthouse, 1 King Bed With Sofa Bed",1
,,suite ,,Penthouse Suite,Penthouse,Penthouse Suite,1
,,suite ,,Penthouse Suite,Penthouse,Penthouse Suite + Breakfast,1
,,suite ,City,Penthouse Suite,Penthouse,Penthouse Suite City View,1
,,suite ,,Penthouse Suite,Penthouse,Penthouse Suite King Room,1
,,,,Pool Villa,Villa,3 Bedroom Pool Villa,1
,,,,Pool Villa,Villa,Garden Villa - Pool,1
,,,,Pool Villa,Villa,Sky Pool Villa,1
,,,,Pool Villa,Villa,Sky Pool Villa (Tower Block),1
,,,,Pool Villa,Villa,Villa - Garden - Pool,1
,,,,Pool Villa,Villa,Villa Pool Courtyard,1
double ,,premier ,,Premier,,Double Room - Premier,1
double ,,premier ,,Premier,,Premier Double,1
double ,king ,premier ,,Premier,,Double Room King Bed - Premier,1
double twin  ,,premier ,,Premier,,Double Or Twin Premier,1
double twin  ,,premier ,,Premier,,Twin/Double Room - Premier,1
triple ,,premier ,,Premier,,Premier Triple Room,1
twin ,,premier ,,Premier,,Premier Twin,1
twin ,,premier ,,Premier,,Twin Premier,1
twin ,,premier ,,Premier,,Twin Room - Premier,1
,,premier ,,Premier,,1 Bedroom Premier,1
,,premier ,,Premier,,One Bedroom Premier,1
,,premier ,,Premier,,Premier,1
,,premier ,,Premier,,Premier Room,1
,,premier ,,Premier,,Premier Room.,1
,,premier ,,Premier,,Premier.,1
,king ,premier ,,Premier,,Premier King,1
,king ,premier ,,Premier,,"Premier Room, 1 King Bed",1
,king ,premier ,City,Premier,,"Premier Room, 1 King Bed, Private Bathroom, City View",1
,queen ,premier ,,Premier,,"Premier Room, 2 Queen Beds",1
double ,,premier ,,Club Premier,Club,Double Club Premier,1
double twin  ,,premier ,,Club Premier,Club,Double Or Twin Club Premier,1
twin ,,premier ,,Club Premier,Club,Twin Club Premier,1
twin ,,premier ,,Club Premier,Club,Twin Room - Premier - Club Room,1
,,premier deluxe suite ,,Premier Deluxe Suite,,Premier Deluxe Suite,1
triple ,,premier executive ,,Premier Executive,,Triple Room - Executive - Premier,1
,king ,premier executive ,,Premier Executive,,Premier Executive 1 King Bed,1
,,premier ,,Premier Family,,Family Premier,1
,,premier ,,Premier Family,,Premier Family,1
,,premier ,,Premier Pool Villa,,Villa - Premier - Private Pool,1
,,premier ,,Premier Studio,,Premier Studio,1
,,premier suite ,,Premier Studio Suite,,Premier Studio Suite,1
,,premier suite ,,Premier Suite,,Premier Suite With Window,1
,,premier suite ,,Premier Suite,,Premier Suite Without Window,1
,king ,premier suite ,,Premier Suite,,Premier Suite King,1
,,premier superior suite ,,Premier Superior Suite,,Premier Superior Suite,1
double ,,premium ,,Premium,,Double Room - Premium,1
double ,,premium ,,Premium,,Premium Double,1
double twin  ,,premium ,,Premium,,Double Or Twin Premium,1
double twin  ,,premium ,,Premium,,Premium Double Or Twin,1
double twin  ,,premium ,,Premium,,Twin/Double Room - Premium,1
double twin  ,,premium ,,Premium,,Twin/Double Room - Premium - Corner,1
twin ,,premium ,,Premium,,Premium Zen Twin,1
,,premium ,,Premium,,Premium Room,1
,,premium ,City,Premium,,"Premium Room, City View",1
,king ,premium ,,Premium,,Double Room King Bed - Premium,1
,king ,premium ,,Premium,,"Premium Room, 1 King Bed",1
double ,,premium ,,Premium Club,Club,Double Club Premium,1
double ,,premium ,,Premium Club,Club,Double Room - Club Room - Premium,1
double ,,premium ,City,Premium Club,Club,Double Room - Club Room - Premium - City View,1
double twin  ,,premium ,,Premium Club,Club,Double Or Twin Club Premium,1
double twin  ,,premium ,,Premium Club,Club,Double Or Twin Premium Club Corner,1
double twin  ,,premium ,,Premium Club,Club,Twin/Double Room - Club Room - Premium,1
,,premium ,,Premium Club,Club,Double Room - Club Room - Premium,1
,,premium ,,Premium Club,Club,Premium Club Room,1
,,premium ,,Premium Club,Club,World Club Premium,1
double twin  ,,premium deluxe ,,Premium Deluxe,,Twin/double Room - Premium - Deluxe,1
triple ,,premium deluxe ,,Premium Deluxe,,Triple Room - Premium - Deluxe,1
twin ,,premium deluxe ,,Premium Deluxe,,Premium Deluxe Twin,1
twin ,,premium deluxe ,,Premium Deluxe,,Twin Room - Premium - Deluxe,1
,king ,premium deluxe ,,Premium Deluxe,,Premium Deluxe King Room - High Floor,1
double single ,,premium executive ,,Premium Executive,,"Premium Executive , 1 Double Or 2 Single Beds",1
,,premium ,,Premium Family,Family,Family Room (Premium Room),1
,,premium ,,Premium Family,Family,Family Room Premium Family Residence,1
,,premium ,,Premium Family,Family,Premium Family,1
,,premium ,,Premium Family,Family,Premium Family Residence,1
,,premium ,,Premium Family,Family,Premium Family Quad,1
,,premium ,,Premium Pool Villa,Villa,Premium Pool Villa,1
,,premium ,Sea,Premium Pool Villa,Villa,Premium Pool Villa - Sea View,1
double twin  ,,premium superior ,,Premium Superior,,Twin/Double Room - Superior - Premium,1
twin ,,premium superior ,,Premium Superior,,Premium Superior Twin,1
,,premium superior ,,Premium Superior,,Superior Premium,1
,,premium superior ,,Premium Superior,,Superior Room (Premium Room),1
double ,,,,Privilege,,Double Privilege,1
double ,,,,Privilege,,Double Privilege Tower Wing,1
double ,,,,Privilege,,Double Privilege-Tower-Wing,1
double twin  ,,,,Privilege,,Twin/Double Room - Privilege,1
double twin  ,,,,Privilege,,Twin/double Room - Privilege - Tower,1
twin ,,,,Privilege,,Twin Privilege Room,1
,,,,Privilege,,Privilege Room,1
,queen ,,,Privilege,,Double Privilege Room Queen Size Bed,1
,,suite ,,Privilege Suite,,Privilege Suite,1
,,suite ,,Privilege Suite,,Suite - Privilege - Tower,1
,,suite ,,Privilege Suite,,Suite Privilege Suite Tower Wing,1
,,quadruple ,,Quadruple,,"Comfort Quadruple Room, 4 Bedrooms, No Windows",1
,,quadruple ,,Quadruple,,Quadruple Room,1
single ,,,,Standard,,Single - Private Bathroom,1
single ,,,,Standard,,Single - Room,1
single ,,,,Standard,,Single Room,1
single ,queen ,,,Standard,,Standard Room (1 Queen Or 2 Single Beds),1
single ,,,,Standard,,2 Single Beds Standard Smoking,1
single ,,,,Standard,,Standard - (2 Single Beds),1
single ,,,,Standard,,Standard 2 Single Beds,1
single ,,,,Standard,,Standard Room (2 Single Bed),1
single ,,,,Standard,,Standard Room 2 Single Bed,1
single ,,,,Standard,,Standard Room 2 Single Beds,1
single ,,,,Standard,,Standard Room With Two Single Beds,1
single ,,,,Standard,,"Standard Room, 2 Single Beds",1
single ,,,,Standard,,Standard Single  Room,1
single ,,,,Standard,,Standard Single Room,1
single ,,,,Standard,,Standard Two Single Bed,1
triple ,,,,Standard,,"Standard Room, Non Smoking (Triple Room)",1
triple ,,,,Standard,,Standard Triple Room,1
twin ,,,,Standard,,"Standard Room No Windows, 2 Twin Beds",1
twin ,,,,Standard,,"Standard Room, 2 Twin Beds",1
twin ,,,,Standard,,"Standard Room, 2 Twin Beds, Non Smoking",1
twin ,,,,Standard,,"Standard Room, Non Smoking (Twin)",1
twin ,,,,Standard,,Standard Twin (No Window),1
twin ,,,,Standard,,Standard Twin Room,1
,,,,Standard,,Standard,1
,,,,Standard,,Standard - Day Use Room 12 Hours,1
,,,,Standard,,Standard - Day Use Room 6 Hours,1
,,,,Standard,,Standard Room,1
,,,,Standard,,Standard Room (No Window),1
,,,,Standard,,Standard Room (Zen Room),1
,,,,Standard,,Standard Room With Window,1
,,,,Standard,,Standard Room Without Window,1
,,,,Standard,,"Standard Room, No Windows",1
,,,,Standard,,"Standard Room, No Windows, No View",1
,,,,Standard,,"Standard Room, Non Smoking",1
,,,,Standard,,Standard Room.,1
,,,,Standard,,Standard Window,1
,king ,,,Standard,,"Standard Room, 1 King Bed",1
,king ,,,Standard,,Superior King (No Window),1
,queen ,,,Standard,,Standard Queen,1
,queen ,,,Standard,,Standard Queen - No Window,1
,queen ,,,Standard,,Standard Queen Room,1
,queen ,,,Standard,,Standard Room With Queen Bed,1
,queen ,,,Standard,,"Standard Room, 1 Queen Bed",1
,queen ,,,Standard,,"Standard Room, 1 Queen Bed, No Windows",1
,queen ,,,Standard,,"Standard Room, 1 Queen Bed, Non Smoking",1
,queen ,,,Standard,,"Standard Single Room, 1 Queen Bed",1
,queen ,,,Standard,,"Standard, One Queen Bed",1
,queen ,,,Standard,,Superior Queen (No Window),1
twin ,,deluxe ,,Standard,,Standard Deluxe Twin,1
,king ,deluxe ,,Standard,,Standard Deluxe King,1
double ,,,,Standard,,Double Standard,1
double ,,,,Standard,,Standard  Double,1
double ,,,,Standard,,Standard  Double Room,1
double ,,,,Standard,,Standard - Double,1
double ,,,,Standard,,Standard - Double Room,1
double ,,,,Standard,,Standard Double,1
double ,,,,Standard,,Standard Double Room,1
double ,,,,Standard,,Standard Double Room (With Shared Toilet),1
double ,,,,Standard,,"Standard Double Room, No Windows - Room Only",1
double ,,,,Standard,,"Standard Double Room, Non Smoking",1
double ,,,,Standard,,Standard Double Window,1
double ,,,,Standard,,Standard Double With Shared Toilet,1
double ,,,,Standard,,"Standard Room No Windows, 1 Double Bed",1
double ,,,,Standard,,"Standard Room, Non Smoking (Double)",1
double ,queen ,,,Standard,,"Standard Double Room, 1 Queen Bed",1
double twin  ,,,,Standard,,Double Or Twin Standard,1
